# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/pantoea.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/pantoea/counts_pantoea.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	P_1.sorted.bam	P_2.sorted.bam	P_3.sorted.bam	CK_P_1.sorted.bam	CK_P_2.sorted.bam	CK_P_3.sorted.bam
ACSMXK_10555.t01	CP195787	2249109	2249702	-	594	245	275	197	75	85	92
ACSMXK_10560.t01	CP195787	2249699	2250379	-	681	314	368	318	46	74	53
ACSMXK_10565.t01	CP195787	2250388	2250558	-	171	7	10	5	1	2	1
ACSMXK_10570.t01	CP195787	2250536	2250694	-	159	0	0	0	0	0	0
ACSMXK_10575.t01	CP195787	2250694	2251239	-	546	56	68	84	3	5	8
ACSMXK_10580.t01	CP195787	2251239	2251418	-	180	24	29	18	0	8	7
ACSMXK_10585.t01	CP195787	2251443	2252414	-	972	206	173	200	33	25	19
ACSMXK_10590.t01	CP195787	2252547	2252693	-	147	92	103	111	27	36	33
ACSMXK_10595.t01	CP195787	2252713	2252859	-	147	99	123	88	28	41	35
ACSMXK_10600.t01	CP195787	2252981	2253826	-	846	683	811	605	164	204	212
ACSMXK_10605.t01	CP195787	2254650	2254847	+	198	115	220	130	27	46	30
ACSMXK_10610.t01	CP195787	2254880	2255443	-	564	27192	33440	29471	13173	13398	15119
ACSMXK_10615.t01	CP195787	2255455	2255733	-	279	1558	1866	1469	322	404	385
ACSMXK_10620.t01	CP195787	2255850	2256548	-	699	2280	2654	2024	545	596	608
ACSMXK_10625.t01	CP195787	2256657	2256887	+	231	160	150	110	24	31	22
ACSMXK_10630.t01	CP195787	2257001	2257279	+	279	109	96	92	40	46	28
ACSMXK_10635.t01	CP195787	2257454	2258350	+	897	1042	1509	1170	370	430	370
ACSMXK_10640.t01	CP195787	2258340	2259770	+	1431	338	361	296	86	83	91
ACSMXK_10645.t01	CP195787	2260000	2260236	+	237	87	85	60	36	16	34
ACSMXK_10650.t01	CP195787	2260220	2260384	+	165	0	0	0	0	0	0
ACSMXK_10655.t01	CP195787	2260381	2260644	+	264	37	26	34	9	17	13
ACSMXK_10660.t01	CP195787	2260652	2260828	+	177	5	0	0	0	0	2
ACSMXK_10665.t01	CP195787	2260800	2260919	+	120	0	0	0	0	0	0
ACSMXK_10670.t01	CP195787	2260976	2262144	+	1169	170	210	174	56	64	53
ACSMXK_10675.t01	CP195787	2262314	2263135	+	822	621	708	620	235	277	255
ACSMXK_10680.t01	CP195787	2263188	2263490	-	303	1006	1243	895	244	187	220
ACSMXK_10685.t01	CP195787	2263609	2263755	+	147	148	152	186	30	28	44
ACSMXK_10690.t01	CP195787	2263821	2264453	+	633	650	847	631	380	284	381
ACSMXK_10695.t01	CP195787	2264720	2265256	+	537	25828	31784	24981	11736	11630	12332
ACSMXK_10700.t01	CP195787	2265265	2265714	+	450	7695	9341	6895	2390	2575	2708
ACSMXK_10705.t01	CP195787	2266084	2266431	+	348	2439	3061	2215	808	905	1060
ACSMXK_10710.t01	CP195787	2266941	2267291	+	351	110	88	94	8	10	20
ACSMXK_10715.t01	CP195787	2267294	2267779	+	486	68	73	74	10	12	14
ACSMXK_10720.t01	CP195787	2267776	2268177	+	402	66	54	54	9	24	16
ACSMXK_10725.t01	CP195787	2268149	2268316	+	168	0	0	0	0	0	0
ACSMXK_10730.t01	CP195787	2268313	2268579	+	267	60	38	38	13	13	12
ACSMXK_10735.t01	CP195787	2268782	2269228	+	447	807	871	751	6024	4961	4967
ACSMXK_10740.t01	CP195787	2269505	2270125	+	621	484	630	591	272	252	319
ACSMXK_10745.t01	CP195787	2270157	2270636	+	480	184	256	160	91	96	82
ACSMXK_10750.t01	CP195787	2270623	2272095	+	1473	462	645	526	218	225	254
ACSMXK_10755.t01	CP195787	2272108	2273505	+	1398	316	337	269	93	56	100
ACSMXK_10760.t01	CP195787	2273625	2274389	+	765	121	132	125	38	26	7
ACSMXK_10765.t01	CP195787	2274521	2275687	+	1167	359	435	334	103	82	105
ACSMXK_10770.t01	CP195787	2275737	2275892	+	156	15	24	7	3	1	3
ACSMXK_10775.t01	CP195787	2275902	2276300	+	399	75	81	68	19	15	17
ACSMXK_10780.t01	CP195787	2276302	2276943	+	642	177	201	174	38	55	45
ACSMXK_10785.t01	CP195787	2276945	2277760	+	816	115	144	114	47	19	47
ACSMXK_10790.t01	CP195787	2277765	2277938	+	174	24	37	14	7	4	8
ACSMXK_10795.t01	CP195787	2278001	2279563	+	1563	246	318	217	91	94	50
ACSMXK_10800.t01	CP195787	2279611	2280042	+	432	83	110	81	31	60	60
ACSMXK_10805.t01	CP195787	2280046	2280432	+	387	84	84	63	32	11	18
ACSMXK_10810.t01	CP195787	2280468	2280617	+	150	28	27	23	7	4	14
ACSMXK_10815.t01	CP195787	2280614	2281054	+	441	194	179	265	69	60	88
ACSMXK_10820.t01	CP195787	2281134	2281499	+	366	5520	7350	6490	2151	2577	2832
ACSMXK_10825.t01	CP195787	2281568	2283970	+	2403	1046	1172	1272	353	331	375
ACSMXK_10830.t01	CP195787	2283982	2285001	+	1020	665	1043	762	262	288	361
ACSMXK_10835.t01	CP195787	2285003	2286121	+	1119	362	495	387	85	126	119
ACSMXK_10840.t01	CP195787	2286127	2286717	+	591	206	275	217	81	74	101
ACSMXK_10845.t01	CP195787	2286727	2287092	+	366	78	105	81	5	7	9
ACSMXK_10850.t01	CP195787	2287095	2288219	+	1125	1226	1419	1101	343	388	379
ACSMXK_10855.t01	CP195787	2288229	2288903	+	675	625	904	713	246	302	307
ACSMXK_10860.t01	CP195787	2288954	2290546	+	1593	570	835	644	182	194	248
ACSMXK_10865.t01	CP195787	2290694	2291842	+	1149	2560	2720	2358	772	893	927
ACSMXK_10870.t01	CP195787	2291970	2293058	+	1089	2176	2626	1935	586	668	680
ACSMXK_10875.t01	CP195787	2293255	2293422	+	168	180	175	154	19	20	20
ACSMXK_10880.t01	CP195787	2293424	2293747	+	324	414	391	384	52	62	66
ACSMXK_10885.t01	CP195787	2293887	2294783	+	897	3456	4256	3674	1224	1258	1561
ACSMXK_10890.t01	CP195787	2294780	2295889	-	1110	742	735	607	106	81	117
ACSMXK_10895.t01	CP195787	2296088	2296876	-	789	3880	5589	4471	1291	1397	1514
ACSMXK_10900.t01	CP195787	2297018	2297821	-	804	450	415	471	131	131	123
ACSMXK_10905.t01	CP195787	2297823	2298818	-	996	921	997	889	393	406	336
ACSMXK_10910.t01	CP195787	2298818	2299708	-	891	363	427	428	144	134	138
ACSMXK_10915.t01	CP195787	2299695	2300660	-	966	761	875	635	150	195	184
ACSMXK_10920.t01	CP195787	2300661	2302289	-	1629	2011	2602	2188	573	694	640
ACSMXK_10925.t01	CP195787	2302635	2303648	-	1014	518	540	431	169	147	203
ACSMXK_10930.t01	CP195787	2303812	2304477	+	666	1286	1996	1587	621	763	727
ACSMXK_10935.t01	CP195787	2304515	2304742	+	228	232	329	375	80	100	113
ACSMXK_10940.t01	CP195787	2304739	2305089	+	351	589	883	778	321	339	506
ACSMXK_10945.t01	CP195787	2305144	2305392	+	249	261	371	279	157	147	210
ACSMXK_10950.t01	CP195787	2305373	2306770	+	1398	749	1228	982	286	317	273
ACSMXK_10955.t01	CP195787	2306767	2307828	+	1062	905	1200	1030	252	298	325
ACSMXK_10960.t01	CP195787	2308054	2309625	+	1572	4643	5721	4578	1358	1346	1373
ACSMXK_10965.t01	CP195787	2309668	2310171	-	504	4290	5716	4504	1978	2382	2810
ACSMXK_10970.t01	CP195787	2310324	2311307	+	984	3285	4630	3961	1224	1479	1691
ACSMXK_10975.t01	CP195787	2311282	2311989	-	708	1588	2293	1777	521	616	827
ACSMXK_10980.t01	CP195787	2312144	2313763	+	1620	2683	3306	2829	1111	1173	1251
ACSMXK_10985.t01	CP195787	2313880	2314863	+	984	1621	2401	1931	452	473	662
ACSMXK_10990.t01	CP195787	2315152	2315280	+	129	340	455	414	194	246	254
ACSMXK_10995.t01	CP195787	2315336	2316271	-	936	3695	5359	4386	865	875	1008
ACSMXK_11000.t01	CP195787	2316702	2317358	-	657	1381	1952	1612	350	394	469
ACSMXK_11005.t01	CP195787	2317542	2317817	+	276	2193	2934	2144	959	1107	1127
ACSMXK_11010.t01	CP195787	2317850	2318842	-	993	1838	2461	1916	654	775	766
ACSMXK_11015.t01	CP195787	2318996	2321617	+	2622	1163	1793	1443	440	466	539
ACSMXK_11020.t01	CP195787	2321614	2321802	+	189	46	63	41	23	21	25
ACSMXK_11025.t01	CP195787	2321814	2322134	+	321	356	421	297	152	206	233
ACSMXK_11030.t01	CP195787	2322207	2322806	-	600	3066	2771	2178	1495	2056	2255
ACSMXK_11035.t01	CP195787	2323054	2326953	+	3900	4843	6621	5407	2132	2346	2486
ACSMXK_11040.t01	CP195787	2327030	2327839	-	810	1427	3528	2635	562	677	685
ACSMXK_11045.t01	CP195787	2328118	2328603	-	486	5012	33626	25423	495	514	411
ACSMXK_11050.t01	CP195787	2328771	2330258	-	1488	2699	3473	2778	661	802	891
ACSMXK_11055	CP195787	2330277	2330642	-	366	1007	1116	954	166	174	209
ACSMXK_11060.t01	CP195787	2330865	2331740	-	876	1250	1403	1027	263	231	311
ACSMXK_11065.t01	CP195787	2332153	2333454	-	1302	1897	2211	1619	368	358	436
ACSMXK_11070.t01	CP195787	2333451	2334176	-	726	1997	2478	2016	521	576	666
ACSMXK_11075.t01	CP195787	2334351	2334761	+	411	4258	5463	4206	1710	1974	2068
ACSMXK_11080.t01	CP195787	2334758	2336146	-	1389	1504	2014	1467	526	595	593
ACSMXK_11085.t01	CP195787	2337004	2337957	-	954	10431	12698	10155	2455	2604	2722
ACSMXK_11090.t01	CP195787	2338491	2340023	+	1533	6422	8260	6607	1944	2125	2323
ACSMXK_11095.t01	CP195787	2340027	2341415	+	1389	4142	5218	4197	943	941	1334
ACSMXK_11100.t01	CP195787	2341462	2342415	-	954	4443	6452	5536	3318	3517	3701
ACSMXK_11105.t01	CP195787	2342534	2343274	-	741	7665	10488	6715	6383	7108	7004
ACSMXK_11110.t01	CP195787	2343593	2344159	+	567	1017	1444	1118	583	731	785
ACSMXK_11115.t01	CP195787	2344156	2345076	-	921	2015	2434	1774	1422	1630	1696
ACSMXK_11120.t01	CP195787	2345391	2346731	+	1341	2085	2562	1797	1176	1166	1423
ACSMXK_11125.t01	CP195787	2346799	2348139	+	1341	5821	7230	5872	5202	5454	5893
ACSMXK_11130.t01	CP195787	2348172	2348606	-	435	397	506	432	178	206	272
ACSMXK_11135.t01	CP195787	2348793	2350310	+	1518	2472	3434	2569	945	1077	1238
ACSMXK_11140.t01	CP195787	2350482	2352164	+	1683	2113	2189	1658	602	569	599
ACSMXK_11145.t01	CP195787	2352205	2353458	-	1254	1422	1629	1501	494	447	497
ACSMXK_11150.t01	CP195787	2353586	2355181	+	1596	2928	3714	2922	669	742	720
ACSMXK_11155.t01	CP195787	2355282	2355548	+	267	2227	3128	2965	937	1168	1449
ACSMXK_11160.t01	CP195787	2355551	2355649	-	99	0	0	1	2	0	0
ACSMXK_11165.t01	CP195787	2355675	2355998	-	324	1385	2029	1642	345	408	429
ACSMXK_11170.t01	CP195787	2356219	2357403	-	1185	1697	2098	1771	280	407	348
ACSMXK_11175.t01	CP195787	2357568	2358113	-	546	954	1202	1056	193	214	263
ACSMXK_11180.t01	CP195787	2358317	2358574	-	258	1982	2701	2203	1251	1589	1799
ACSMXK_11185.t01	CP195787	2358739	2359986	-	1248	497	673	520	129	112	136
ACSMXK_11190.t01	CP195787	2360085	2360987	+	903	920	1134	897	196	185	224
ACSMXK_11195.t01	CP195787	2361106	2362323	+	1218	1353	1570	1203	323	490	531
ACSMXK_11200.t01	CP195787	2362439	2363137	+	699	455	548	462	434	432	477
ACSMXK_11205.t01	CP195787	2363247	2364383	-	1137	1474	2029	1871	404	423	472
ACSMXK_11210.t01	CP195787	2364383	2365030	-	648	724	815	681	154	160	184
ACSMXK_11215.t01	CP195787	2365040	2365951	-	912	1478	1814	1421	322	365	419
ACSMXK_11220.t01	CP195787	2365966	2366682	-	717	2763	3858	3145	599	608	692
ACSMXK_11225.t01	CP195787	2367060	2368523	+	1464	2553	3507	2776	780	921	881
ACSMXK_11230.t01	CP195787	2368612	2368908	-	297	3598	5725	6263	3368	2981	3492
ACSMXK_11235.t01	CP195787	2368954	2369253	-	300	2185	2688	2198	586	619	685
ACSMXK_11240.t01	CP195787	2369410	2369736	+	327	109	168	153	21	15	17
ACSMXK_11245.t01	CP195787	2369765	2370511	-	747	2305	2876	2264	696	699	781
ACSMXK_11250.t01	CP195787	2370893	2372221	+	1329	2590	2836	2802	378	370	484
ACSMXK_11255.t01	CP195787	2372218	2373657	+	1440	2355	2911	2135	285	315	408
ACSMXK_11260.t01	CP195787	2373647	2376004	+	2358	3578	5090	3479	613	573	648
ACSMXK_11265.t01	CP195787	2376001	2376777	+	777	1736	2671	2180	714	782	982
ACSMXK_11270.t01	CP195787	2376838	2378880	+	2043	11244	17180	13435	5285	5533	6520
ACSMXK_11275.t01	CP195787	2378915	2380072	-	1158	3410	5365	4057	160	152	152
ACSMXK_11280.t01	CP195787	2380342	2381523	+	1182	1077	1351	1180	403	412	425
ACSMXK_11285.t01	CP195787	2381860	2383002	+	1143	2060	2866	2364	921	1042	1424
ACSMXK_11290.t01	CP195787	2383053	2383946	-	894	2962	4686	3686	1971	2175	2754
ACSMXK_11295.t01	CP195787	2384557	2385306	+	750	6504	8097	7054	2082	2384	2405
ACSMXK_11300.t01	CP195787	2385278	2385910	-	633	5391	6615	5242	836	854	922
ACSMXK_11305.t01	CP195787	2386432	2387811	+	1380	2303	2743	2149	917	938	1125
ACSMXK_11310.t01	CP195787	2387833	2390211	+	2379	713	863	689	394	384	321
ACSMXK_11315.t01	CP195787	2390250	2390702	-	453	390	376	313	76	68	89
ACSMXK_11320.t01	CP195787	2390815	2391054	+	240	180	195	145	30	35	29
ACSMXK_11325.t01	CP195787	2391054	2392157	+	1104	536	717	553	157	215	197
ACSMXK_11330.t01	CP195787	2392163	2392579	-	417	3452	4137	3575	868	834	937
ACSMXK_11335.t01	CP195787	2392677	2393300	+	624	1553	1888	1493	421	455	440
ACSMXK_11340.t01	CP195787	2393360	2395228	-	1869	4650	5867	4875	1983	1983	2005
ACSMXK_11345.t01	CP195787	2396057	2397700	+	1644	1142	1519	1358	269	268	282
ACSMXK_11350.t01	CP195787	2397746	2398393	-	648	998	1464	1336	505	572	614
ACSMXK_11355.t01	CP195787	2398390	2398944	-	555	1968	2976	2717	1283	1321	1613
ACSMXK_11360.t01	CP195787	2398987	2399550	-	564	2053	3901	3115	2381	3137	3396
ACSMXK_11365.t01	CP195787	2399884	2400798	-	915	262	360	269	100	80	100
ACSMXK_11370.t01	CP195787	2400892	2402022	+	1131	146	215	182	167	195	209
ACSMXK_11375.t01	CP195787	2402056	2403528	+	1473	164	218	165	179	167	221
ACSMXK_11380.t01	CP195787	2403552	2404883	+	1332	385	598	381	208	225	275
ACSMXK_11385.t01	CP195787	2404893	2405282	+	390	115	180	169	89	54	107
ACSMXK_11390.t01	CP195787	2405427	2406077	+	651	759	839	703	216	249	295
ACSMXK_11395.t01	CP195787	2406200	2407243	-	1044	1917	2399	2124	629	714	763
ACSMXK_11400.t01	CP195787	2407528	2408904	+	1377	160	179	198	46	74	71
ACSMXK_11405.t01	CP195787	2408924	2409799	+	876	132	217	169	85	50	74
ACSMXK_11410.t01	CP195787	2409829	2411199	+	1371	277	330	277	119	118	140
ACSMXK_11415.t01	CP195787	2411209	2411982	+	774	94	152	115	55	27	44
ACSMXK_11420.t01	CP195787	2411992	2412738	+	747	105	153	135	40	36	41
ACSMXK_11425.t01	CP195787	2412751	2413035	+	285	50	87	59	19	19	14
ACSMXK_11430.t01	CP195787	2413056	2414075	+	1020	446	515	431	166	135	167
ACSMXK_11435.t01	CP195787	2414080	2415276	+	1197	795	939	721	160	191	195
ACSMXK_11440.t01	CP195787	2415321	2415767	+	447	582	649	492	128	118	143
ACSMXK_11445.t01	CP195787	2415919	2416329	+	411	392	369	285	113	103	137
ACSMXK_11450.t01	CP195787	2416555	2416941	+	387	1098	1032	774	228	287	218
ACSMXK_11455.t01	CP195787	2417696	2418229	-	534	5513	7647	6222	862	839	888
ACSMXK_11460.t01	CP195787	2418483	2419196	-	714	414	455	362	58	48	83
ACSMXK_11465.t01	CP195787	2419501	2421831	-	2331	5325	8194	7641	1244	1361	1320
ACSMXK_11470.t01	CP195787	2421975	2422139	-	165	275	416	344	79	78	110
ACSMXK_11475.t01	CP195787	2422253	2423590	+	1338	1471	1923	1482	262	246	289
ACSMXK_11480.t01	CP195787	2423587	2424024	+	438	350	427	350	87	80	124
ACSMXK_11485.t01	CP195787	2424145	2425377	+	1233	1695	1995	1549	299	276	315
ACSMXK_11490.t01	CP195787	2425414	2428116	-	2703	4019	4409	3489	2040	2203	2411
ACSMXK_11495.t01	CP195787	2428396	2430798	+	2403	208	279	212	87	85	64
ACSMXK_11500.t01	CP195787	2430804	2432858	+	2055	808	1017	881	333	332	362
ACSMXK_11505.t01	CP195787	2433419	2434339	-	921	2064	2149	1985	484	491	555
ACSMXK_11510.t01	CP195787	2434436	2435737	-	1302	223	229	157	85	46	48
ACSMXK_11515.t01	CP195787	2435754	2436887	-	1134	49	53	54	36	19	21
ACSMXK_11520.t01	CP195787	2437253	2438437	+	1185	364	478	370	181	171	198
ACSMXK_11525.t01	CP195787	2438496	2440034	+	1539	139	137	134	43	81	48
ACSMXK_11530.t01	CP195787	2440044	2440934	+	891	355	453	349	125	113	121
ACSMXK_11535.t01	CP195787	2440990	2441550	-	561	564	793	556	80	63	91
ACSMXK_11540.t01	CP195787	2441556	2441975	-	420	570	826	574	122	100	153
ACSMXK_11545.t01	CP195787	2442187	2443800	-	1614	665	745	785	991	972	996
ACSMXK_11550.t01	CP195787	2444384	2444695	+	312	1454	1454	1116	167	125	124
ACSMXK_11555.t01	CP195787	2444980	2446080	+	1101	2452	3759	2964	869	833	1163
ACSMXK_11560.t01	CP195787	2446108	2446743	-	636	632	795	721	204	212	195
ACSMXK_11565.t01	CP195787	2446876	2447268	-	393	90	134	110	35	29	53
ACSMXK_11570.t01	CP195787	2447339	2447893	+	555	1540	1753	1401	413	474	490
ACSMXK_11575.t01	CP195787	2448122	2448448	-	327	1990	2356	1799	529	585	513
ACSMXK_11580.t01	CP195787	2448828	2449931	-	1104	3457	3985	3292	95	128	79
ACSMXK_11585.t01	CP195787	2449949	2450416	-	468	768	870	694	20	5	16
ACSMXK_11590.t01	CP195787	2450409	2451092	-	684	1800	1825	1693	44	12	32
ACSMXK_11595.t01	CP195787	2451469	2452365	+	897	571	591	568	76	67	55
ACSMXK_11600.t01	CP195787	2452573	2453463	-	891	699	956	695	440	339	388
ACSMXK_11605.t01	CP195787	2453579	2454748	-	1170	301	354	231	110	139	139
ACSMXK_11610.t01	CP195787	2454760	2455683	-	924	248	310	261	93	65	86
ACSMXK_11615.t01	CP195787	2455897	2456919	-	1023	2057	2705	2029	320	365	425
ACSMXK_11620.t01	CP195787	2457313	2457576	-	264	1092	1026	735	321	342	316
ACSMXK_11625.t01	CP195787	2457831	2458856	-	1026	891	642	558	158	164	267
ACSMXK_11630.t01	CP195787	2458853	2460472	-	1620	1937	1288	1099	530	561	570
ACSMXK_11635.t01	CP195787	2461650	2463233	+	1584	1339	1601	1320	472	456	527
ACSMXK_11640.t01	CP195787	2463851	2464030	+	180	60	62	70	18	25	24
ACSMXK_11645.t01	CP195787	2464014	2464319	+	306	103	138	102	29	33	42
ACSMXK_11650.t01	CP195787	2464727	2465068	+	342	699	859	638	121	115	120
ACSMXK_11655.t01	CP195787	2465322	2465762	-	441	2795	2962	2325	488	436	521
ACSMXK_11660.t01	CP195787	2465902	2466522	-	621	672	832	651	146	162	225
ACSMXK_11665.t01	CP195787	2466651	2466809	+	159	181	218	142	23	27	39
ACSMXK_11670.t01	CP195787	2466864	2467424	+	561	771	758	727	133	141	187
ACSMXK_11675.t01	CP195787	2468088	2468537	+	450	1801	2277	1807	1630	1841	1913
ACSMXK_11680.t01	CP195787	2468800	2470464	-	1665	1560	1955	1605	259	320	333
ACSMXK_11685	CP195787	2470818	2471297	+	480	491	635	470	88	72	80
ACSMXK_11690.t01	CP195787	2471775	2472686	-	912	637	668	688	117	178	127
ACSMXK_11695.t01	CP195787	2472803	2473684	+	882	417	553	419	80	95	109
ACSMXK_11700.t01	CP195787	2473697	2474674	+	978	1385	1719	1221	298	338	305
ACSMXK_11705.t01	CP195787	2474842	2475375	-	534	3236	4449	3617	903	1125	1181
ACSMXK_11710.t01	CP195787	2475665	2476045	-	381	3173	4644	4104	925	1004	1141
ACSMXK_11715.t01	CP195787	2476145	2476876	+	732	1300	1825	1300	306	316	322
ACSMXK_11720.t01	CP195787	2477219	2477515	+	297	2732	3254	2396	895	836	855
ACSMXK_11725.t01	CP195787	2477703	2478089	-	387	1267	1668	1250	366	400	382
ACSMXK_11730	CP195787	2478189	2478422	+	234	309	426	326	48	45	45
ACSMXK_11735.t01	CP195787	2478498	2478959	+	462	386	527	424	83	75	110
ACSMXK_11740.t01	CP195787	2479129	2480790	-	1662	1287	1745	1325	425	503	549
ACSMXK_11745.t01	CP195787	2481513	2482730	+	1218	625	851	581	168	166	155
ACSMXK_11750.t01	CP195787	2482755	2484344	+	1590	1166	1199	958	222	250	228
ACSMXK_11755.t01	CP195787	2484397	2485026	-	630	697	803	725	255	305	282
ACSMXK_11760.t01	CP195787	2485797	2488058	+	2262	2071	2676	1935	358	326	378
ACSMXK_11765.t01	CP195787	2488062	2488925	+	864	672	982	676	245	282	229
ACSMXK_11770.t01	CP195787	2489880	2490776	-	897	992	1301	992	220	285	307
ACSMXK_11775.t01	CP195787	2491615	2493159	+	1545	981	1537	1178	264	239	302
ACSMXK_11780.t01	CP195787	2493152	2493493	+	342	1344	1951	1463	345	430	453
ACSMXK_11785.t01	CP195787	2493772	2494011	-	240	8450	9862	8605	4744	4766	5481
ACSMXK_11790.t01	CP195787	2494278	2494805	-	528	2253	2368	1806	499	420	405
ACSMXK_11795	CP195787	2495142	2495475	-	334	2096	2431	1469	438	349	300
ACSMXK_11800.t01	CP195787	2495541	2496032	-	492	3810	4692	3160	869	810	722
ACSMXK_11805.t01	CP195787	2496281	2496802	-	522	7330	9618	6782	3239	3164	2933
ACSMXK_11810.t01	CP195787	2497815	2498378	+	564	5657	7724	7231	2202	2790	2585
ACSMXK_11815.t01	CP195787	2498476	2500533	-	2058	4149	5106	4136	1081	1085	1315
ACSMXK_11820.t01	CP195787	2500757	2502421	-	1665	3615	4008	3449	519	613	726
ACSMXK_11825.t01	CP195787	2502709	2502843	-	135	1514	1588	1373	382	299	379
ACSMXK_11830.t01	CP195787	2503541	2503735	-	195	498	662	623	116	104	158
ACSMXK_11835.t01	CP195787	2504105	2504380	-	276	3023	4093	3467	1692	1724	1859
ACSMXK_11840.t01	CP195787	2504531	2504731	-	201	3129	4787	4339	1490	1658	1983
ACSMXK_11845.t01	CP195787	2504756	2505040	-	285	133	206	142	13	11	17
ACSMXK_11850.t01	CP195787	2505304	2506848	-	1545	660	723	522	209	156	178
ACSMXK_11855.t01	CP195787	2507099	2507593	+	495	1598	1895	1353	361	434	469
ACSMXK_11860.t01	CP195787	2507761	2508105	+	345	1251	1388	1051	624	650	638
ACSMXK_11865.t01	CP195787	2508182	2509978	-	1797	2501	3123	2444	653	722	712
ACSMXK_11870.t01	CP195787	2510095	2511324	-	1230	1814	1934	1545	565	673	605
ACSMXK_11875.t01	CP195787	2511712	2512821	-	1110	1296	1640	1510	905	945	1125
ACSMXK_11880.t01	CP195787	2513016	2513837	+	822	449	460	324	181	188	190
ACSMXK_11885.t01	CP195787	2513913	2514719	+	807	163	176	149	59	39	57
ACSMXK_11890.t01	CP195787	2514721	2515467	+	747	154	174	139	68	82	93
ACSMXK_11895.t01	CP195787	2515467	2516540	+	1074	219	362	260	116	122	157
ACSMXK_11900.t01	CP195787	2516569	2517690	+	1122	540	754	540	293	403	394
ACSMXK_11905.t01	CP195787	2518050	2519081	+	1032	1571	2504	1982	458	385	571
ACSMXK_11910.t01	CP195787	2519538	2521004	+	1467	38088	66723	58466	18843	22048	27346
ACSMXK_11915.t01	CP195787	2521054	2521683	-	630	1629	2810	2470	262	333	381
ACSMXK_11920.t01	CP195787	2522312	2523613	-	1302	7107	9692	7134	1266	1389	1814
ACSMXK_11925.t01	CP195787	2523626	2524033	-	408	1998	2926	2503	601	684	905
ACSMXK_11930.t01	CP195787	2524185	2524616	-	432	827	1027	860	299	296	395
ACSMXK_11935.t01	CP195787	2524567	2525208	-	642	496	550	455	87	113	129
ACSMXK_11940.t01	CP195787	2525205	2525642	-	438	530	593	579	133	117	183
ACSMXK_11945.t01	CP195787	2525652	2525921	-	270	265	286	249	26	27	24
ACSMXK_11950.t01	CP195787	2525985	2526827	-	843	1518	1431	1401	259	300	325
ACSMXK_11955.t01	CP195787	2526814	2528181	-	1368	1519	1627	1462	186	192	274
ACSMXK_11960.t01	CP195787	2528174	2528488	-	315	187	186	195	19	16	22
ACSMXK_11965.t01	CP195787	2528498	2529478	-	981	1103	1351	1332	139	135	120
ACSMXK_11970.t01	CP195787	2530005	2530589	-	585	2802	2595	1923	902	1141	1126
ACSMXK_11975.t01	CP195787	2530708	2532969	-	2262	1155	1331	1245	722	719	742
ACSMXK_11980.t01	CP195787	2532969	2534111	-	1143	1138	1515	1292	794	720	739
ACSMXK_11985.t01	CP195787	2534098	2534376	-	279	194	257	208	90	101	131
ACSMXK_11990.t01	CP195787	2534379	2535134	-	756	729	940	810	470	532	522
ACSMXK_11995.t01	CP195787	2535128	2536054	-	927	1212	1720	1347	868	963	1262
ACSMXK_12000.t01	CP195787	2536107	2536178	-	72	6491	9847	8496	3662	4276	4886
ACSMXK_12005.t01	CP195787	2536318	2537340	-	1023	7464	10576	9429	3507	3868	4664
ACSMXK_12010.t01	CP195787	2537526	2539241	+	1716	519	734	583	155	206	207
ACSMXK_12015.t01	CP195787	2539162	2539944	-	783	450	689	561	215	201	302
ACSMXK_12020.t01	CP195787	2539941	2540792	-	852	1301	2126	1863	657	666	821
ACSMXK_12025	CP195787	2541250	2541612	+	363	177	271	226	47	39	42
ACSMXK_12030.t01	CP195787	2541907	2542044	+	138	379	422	361	92	99	108
ACSMXK_12035.t01	CP195787	2542048	2542605	-	558	1334	1758	1294	289	312	422
ACSMXK_12040.t01	CP195787	2542800	2543345	-	546	1449	1755	1408	135	174	250
ACSMXK_12045.t01	CP195787	2543438	2544613	+	1176	4321	5023	4664	783	827	1120
ACSMXK_12050.t01	CP195787	2544776	2546119	+	1344	3792	3991	3563	768	865	1098
