# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/burkholderia.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/burkholderia/counts_burkholderia.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_1.sorted.bam	B_2.sorted.bam	B_3.sorted.bam	CK_B_1.sorted.bam	CK_B_2.sorted.bam	CK_B_3.sorted.bam
ACSMXP_14740.t01	CP195871	3320288	3321757	+	1470	2313	2514	2264	4826	3973	3244
ACSMXP_14745.t01	CP195871	3322047	3322580	+	534	776	784	634	4742	4265	3605
ACSMXP_14750.t01	CP195871	3322697	3323311	+	615	924	907	886	2387	1944	1740
ACSMXP_14755.t01	CP195871	3323327	3324418	+	1092	657	731	641	2010	1751	1698
ACSMXP_14760.t01	CP195871	3324458	3325126	-	669	69	72	67	68	62	51
ACSMXP_14765.t01	CP195871	3325123	3326163	-	1041	148	109	123	230	156	158
ACSMXP_14770.t01	CP195871	3326193	3327515	-	1323	256	217	203	194	128	142
ACSMXP_14775.t01	CP195871	3327705	3328604	-	900	476	481	337	736	600	567
ACSMXP_14780.t01	CP195871	3328802	3329071	+	270	170	223	228	389	318	320
ACSMXP_14785.t01	CP195871	3329209	3329511	+	303	1409	2311	1721	7376	4555	5291
ACSMXP_14790.t01	CP195871	3329606	3330850	-	1245	422	679	490	245	141	200
ACSMXP_14795.t01	CP195871	3330947	3331885	+	939	289	297	256	273	276	190
ACSMXP_14800.t01	CP195871	3331980	3332309	+	330	199	240	200	588	471	381
ACSMXP_14805.t01	CP195871	3332551	3333534	+	984	771	736	697	436	365	296
ACSMXP_14810.t01	CP195871	3333531	3334799	+	1269	649	607	533	394	343	206
ACSMXP_14815.t01	CP195871	3334817	3335440	+	624	410	490	357	276	295	216
ACSMXP_14820.t01	CP195871	3335547	3335963	-	417	2983	3586	2592	8649	7450	6211
ACSMXP_14825.t01	CP195871	3336069	3337853	-	1785	1687	2007	1696	2710	2224	1671
ACSMXP_14830.t01	CP195871	3338068	3338835	+	768	690	578	598	785	671	564
ACSMXP_14835.t01	CP195871	3338940	3339782	+	843	565	495	439	722	635	424
ACSMXP_14840.t01	CP195871	3339853	3341139	+	1287	290	287	217	160	152	64
ACSMXP_14845.t01	CP195871	3341163	3342350	-	1188	749	738	683	716	674	505
ACSMXP_14850.t01	CP195871	3342527	3346072	-	3546	19810	25708	20201	19309	18814	13127
ACSMXP_14855.t01	CP195871	3346333	3347214	+	882	6672	10552	7671	4142	5639	3206
ACSMXP_14860.t01	CP195871	3347252	3348145	+	894	1142	1153	999	663	694	422
ACSMXP_14865.t01	CP195871	3348243	3349700	-	1458	3807	3940	3377	3171	3020	2091
ACSMXP_14870.t01	CP195871	3349925	3350308	-	384	1003	1045	911	1965	1818	1237
ACSMXP_14875.t01	CP195871	3350359	3350520	-	162	645	679	618	1023	1129	712
ACSMXP_14880.t01	CP195871	3350677	3351891	-	1215	3336	3427	2935	3576	3241	2144
ACSMXP_14885.t01	CP195871	3352102	3352662	+	561	944	759	710	823	623	470
ACSMXP_14890.t01	CP195871	3352832	3357091	+	4260	2883	2989	2741	2372	2189	1600
ACSMXP_14895.t01	CP195871	3357359	3358567	-	1209	3017	3150	2841	5574	4131	3460
ACSMXP_14900.t01	CP195871	3358787	3360616	+	1830	2842	3020	2544	4948	3981	3426
ACSMXP_14905.t01	CP195871	3360849	3362408	+	1560	16668	18568	15950	8493	7151	5033
ACSMXP_14910.t01	CP195871	3362523	3363155	-	633	3029	3510	2973	7812	6459	5777
ACSMXP_14915.t01	CP195871	3363398	3364339	+	942	1349	1472	1194	1240	1302	853
ACSMXP_14920.t01	CP195871	3364336	3364980	+	645	941	1437	1078	741	639	521
ACSMXP_14925.t01	CP195871	3365116	3366051	-	936	222	249	227	279	199	161
ACSMXP_14930.t01	CP195871	3366281	3366715	+	435	1481	1997	1398	1170	948	848
ACSMXP_14935.t01	CP195871	3366858	3367226	-	369	641	661	659	7877	7365	5643
ACSMXP_14940.t01	CP195871	3367266	3367628	-	363	1245	1384	1184	10986	9816	8392
ACSMXP_14945.t01	CP195871	3367911	3368753	+	843	5736	7619	5988	10080	8027	7222
ACSMXP_14950.t01	CP195871	3368870	3370045	+	1176	3842	5373	3914	5325	4800	4057
ACSMXP_14955.t01	CP195871	3370176	3371396	+	1221	370	318	342	306	269	246
ACSMXP_14960.t01	CP195871	3371636	3372589	+	954	9499	14211	10598	9745	9152	7302
ACSMXP_14965.t01	CP195871	3372774	3373208	+	435	469	465	413	1988	1520	1559
ACSMXP_14970.t01	CP195871	3373334	3374884	-	1551	475	526	422	1547	994	1247
ACSMXP_14975.t01	CP195871	3374881	3375123	-	243	197	175	165	541	346	644
ACSMXP_14980.t01	CP195871	3375364	3376290	-	927	379	289	308	1089	970	711
ACSMXP_14985.t01	CP195871	3376415	3376885	-	471	89	76	97	476	689	282
ACSMXP_14990.t01	CP195871	3376919	3377527	-	609	100	35	68	959	1158	627
ACSMXP_14995.t01	CP195871	3377524	3379422	-	1899	1180	1315	1193	45605	53129	33774
ACSMXP_15000.t01	CP195871	3379685	3381178	-	1494	1300	1529	1243	2958	2801	2030
ACSMXP_15005.t01	CP195871	3381594	3382277	+	684	461	577	461	65	66	54
ACSMXP_15010.t01	CP195871	3382336	3383247	+	912	296	250	240	48	56	41
ACSMXP_15015.t01	CP195871	3383293	3384468	+	1176	1471	1550	1281	1254	1089	762
ACSMXP_15020.t01	CP195871	3384530	3384988	+	459	1199	1448	1201	1771	1659	1150
ACSMXP_15025.t01	CP195871	3384985	3385869	+	885	929	674	651	577	575	396
ACSMXP_15030.t01	CP195871	3386452	3388803	+	2352	2925	3074	2829	3642	3107	2672
ACSMXP_15035.t01	CP195871	3388964	3390169	+	1206	934	1089	829	838	650	619
ACSMXP_15040.t01	CP195871	3390258	3390716	-	459	374	303	261	604	540	386
ACSMXP_15045.t01	CP195871	3391000	3393324	-	2325	2612	2984	2513	3579	3488	2400
ACSMXP_15050.t01	CP195871	3393379	3395364	-	1986	1487	1530	1406	1835	1778	1169
ACSMXP_15055.t01	CP195871	3395565	3397523	-	1959	3785	5339	3965	5302	5286	3446
ACSMXP_15060.t01	CP195871	3397714	3398136	-	423	826	1086	914	13155	9106	9960
ACSMXP_15065.t01	CP195871	3398356	3398538	+	183	125	122	86	237	253	224
ACSMXP_15070.r01	CP195871	3398719	3398793	+	75	126	105	108	145	99	130
ACSMXP_15075	CP195871	3399115	3399331	+	217	1498	1939	1539	3589	2989	2789
ACSMXP_15080.t01	CP195871	3399472	3401511	-	2040	2176	2562	1970	5744	4388	3804
ACSMXP_15085.t01	CP195871	3401620	3402090	-	471	1092	1522	1266	5835	4500	4575
ACSMXP_15090	CP195871	3402248	3402811	+	564	310	333	265	925	634	663
ACSMXP_15095.t01	CP195871	3403374	3405161	+	1788	4620	5435	4693	5277	4389	4280
ACSMXP_15100.t01	CP195871	3405225	3405770	-	546	165	141	134	256	222	222
ACSMXP_15105.t01	CP195871	3406072	3406344	+	273	195	154	159	254	221	146
ACSMXP_15110.t01	CP195871	3406474	3406686	+	213	333	253	269	352	292	272
ACSMXP_15115.t01	CP195871	3406799	3408034	+	1236	482	349	349	547	587	334
ACSMXP_15120.t01	CP195871	3408063	3408599	-	537	1145	1180	1003	3274	3015	2154
ACSMXP_15125.t01	CP195871	3408777	3409166	+	390	223	210	170	4459	3044	3944
ACSMXP_15130.t01	CP195871	3409386	3409754	-	369	633	630	499	57136	38752	46879
ACSMXP_15135.t01	CP195871	3409963	3410352	+	390	293	308	189	587	400	398
ACSMXP_15140.t01	CP195871	3410492	3410995	+	504	1096	843	828	4005	3102	2683
ACSMXP_15145.t01	CP195871	3411169	3412539	+	1371	412	312	337	792	503	439
ACSMXP_15150.t01	CP195871	3412652	3414070	-	1419	387	405	418	1346	632	822
ACSMXP_15155.t01	CP195871	3414271	3414483	-	213	143	121	103	478	124	355
ACSMXP_15160.t01	CP195871	3414743	3415375	+	633	372	424	346	1302	809	903
ACSMXP_15165.t01	CP195871	3415372	3415872	+	501	167	194	194	582	357	431
ACSMXP_15170.t01	CP195871	3415944	3416504	-	561	841	1073	808	1286	1044	1067
ACSMXP_15175.t01	CP195871	3416616	3417605	-	990	2241	2947	2370	2408	1872	2213
ACSMXP_15180.t01	CP195871	3417628	3418500	-	873	845	1095	815	960	783	939
ACSMXP_15185.t01	CP195871	3418514	3421318	-	2805	2399	2861	2181	3443	2314	2850
ACSMXP_15190.t01	CP195871	3421388	3423916	-	2529	1757	2355	1768	3708	2391	2902
ACSMXP_15195.t01	CP195871	3424310	3425629	-	1320	1052	1038	1041	2611	2839	1851
ACSMXP_15200.t01	CP195871	3425652	3427406	-	1755	1815	1612	1288	2778	2525	1956
ACSMXP_15205.t01	CP195871	3427939	3428205	+	267	2722	3648	2827	12107	8429	9298
ACSMXP_15210.t01	CP195871	3428356	3429669	-	1314	1125	1088	908	3456	3681	2439
ACSMXP_15215.t01	CP195871	3429653	3430378	-	726	927	934	875	3930	3928	3153
ACSMXP_15220.t01	CP195871	3430607	3431155	+	549	661	389	458	6896	5799	4945
ACSMXP_15225.t01	CP195871	3431655	3432431	+	777	5472	4382	4266	2295	2773	1607
ACSMXP_15230.t01	CP195871	3432613	3433302	+	690	974	833	813	1021	991	768
ACSMXP_15235.t01	CP195871	3433299	3434012	+	714	474	413	489	355	399	307
ACSMXP_15240.t01	CP195871	3434031	3434810	+	780	1096	1084	1017	1223	1240	1181
ACSMXP_15245.t01	CP195871	3435496	3436569	+	1074	702	752	661	28966	25002	20623
ACSMXP_15250.t01	CP195871	3436809	3437147	-	339	3669	5396	4072	11323	9958	8238
ACSMXP_15255.t01	CP195871	3437202	3438887	-	1686	5609	7394	5618	7830	7799	5640
ACSMXP_15260.t01	CP195871	3438994	3440175	+	1182	2142	2153	1834	1879	1575	1194
ACSMXP_15265.t01	CP195871	3440257	3440757	+	501	489	550	508	362	332	274
ACSMXP_15270.t01	CP195871	3440890	3441417	-	528	4982	5381	4360	7867	7197	5569
ACSMXP_15275.t01	CP195871	3441666	3443105	+	1440	1203	1248	1151	4601	3560	3159
ACSMXP_15280.t01	CP195871	3443194	3443952	+	759	690	658	614	2514	1909	1720
ACSMXP_15285.t01	CP195871	3444056	3445360	+	1305	384	361	366	1250	683	943
ACSMXP_15290.t01	CP195871	3445438	3446628	-	1191	2066	2233	1788	2371	2346	1762
ACSMXP_15295.t01	CP195871	3446631	3448832	-	2202	3383	3812	3306	3089	2824	2095
ACSMXP_15300.t01	CP195871	3448829	3449800	-	972	3711	4781	3714	4225	3894	3091
ACSMXP_15305.t01	CP195871	3450004	3453105	+	3102	4632	4905	4467	3169	3063	2064
ACSMXP_15310.t01	CP195871	3453453	3454316	+	864	318	295	291	206	159	134
ACSMXP_15315.t01	CP195871	3454448	3455854	+	1407	3706	3485	3316	4254	4053	2735
ACSMXP_15320.t01	CP195871	3455939	3456679	-	741	390	366	318	311	227	158
ACSMXP_15325.t01	CP195871	3456682	3458961	-	2280	2502	2513	2332	2125	1861	1311
ACSMXP_15330.t01	CP195871	3459048	3459617	-	570	2027	2169	1787	2829	2445	2159
ACSMXP_15335.t01	CP195871	3459724	3460254	-	531	2923	3284	2836	2951	2588	2113
ACSMXP_15340.t01	CP195871	3460381	3461469	-	1089	3654	4366	3498	3736	3257	2478
ACSMXP_15345.t01	CP195871	3461816	3462466	+	651	7378	9962	7746	19845	15490	14169
ACSMXP_15350.t01	CP195871	3463024	3465180	+	2157	5922	5977	5215	5695	5400	3751
ACSMXP_15355.t01	CP195871	3465313	3469683	-	4371	1541	1241	1261	1428	1438	1014
ACSMXP_15360.t01	CP195871	3469706	3471505	-	1800	1612	1462	1481	2415	2474	1652
ACSMXP_15365.t01	CP195871	3471826	3472014	+	189	908	1002	820	1023	803	620
ACSMXP_15370.t01	CP195871	3472019	3472888	+	870	2685	2835	2308	2431	2214	1531
ACSMXP_15375.t01	CP195871	3473167	3474006	+	840	466	526	524	727	759	452
ACSMXP_15380.t01	CP195871	3474050	3474436	+	387	335	364	315	350	367	226
ACSMXP_15385.t01	CP195871	3474523	3475164	-	642	1422	1556	1342	2094	2178	1608
ACSMXP_15390.t01	CP195871	3475570	3475998	-	429	170	165	147	195	152	133
ACSMXP_15395.t01	CP195871	3476103	3477602	-	1500	847	856	702	805	695	571
ACSMXP_15400.t01	CP195871	3477666	3478226	+	561	289	212	193	157	155	123
ACSMXP_15405.t01	CP195871	3478220	3479164	+	945	334	344	335	261	212	162
ACSMXP_15410.t01	CP195871	3479270	3480310	+	1041	169	230	173	118	133	66
ACSMXP_15415.t01	CP195871	3480329	3481297	+	969	191	189	179	85	116	63
ACSMXP_15420.t01	CP195871	3481314	3481910	-	597	96	65	61	61	57	53
ACSMXP_15425.t01	CP195871	3481895	3482674	-	780	121	106	104	106	88	71
ACSMXP_15430.t01	CP195871	3482667	3483722	-	1056	278	215	144	310	263	206
ACSMXP_15435.t01	CP195871	3483802	3484644	-	843	141	130	101	179	160	108
ACSMXP_15440.t01	CP195871	3484650	3485675	-	1026	205	122	145	218	184	153
ACSMXP_15445.t01	CP195871	3485745	3487778	-	2034	1035	949	893	4060	3890	2667
ACSMXP_15450.t01	CP195871	3488302	3488658	+	357	1099	1176	1131	3085	2437	2113
ACSMXP_15455.t01	CP195871	3488655	3488969	+	315	791	820	741	1864	1532	1115
ACSMXP_15460.r01	CP195871	3489063	3489244	+	182	17205	30507	23883	29669	19635	18374
ACSMXP_15465.t01	CP195871	3489443	3489904	+	462	1119	1274	1046	1448	1241	1013
ACSMXP_15470.t01	CP195871	3490101	3490802	+	702	1501	1493	1286	16309	15709	10284
ACSMXP_15475.t01	CP195871	3490932	3491822	-	891	893	875	738	1571	1436	1106
ACSMXP_15480.t01	CP195871	3491917	3492828	-	912	513	458	482	508	517	352
ACSMXP_15485.t01	CP195871	3492959	3494632	+	1674	2697	3031	2400	3649	2821	2697
ACSMXP_15490.t01	CP195871	3494782	3495108	+	327	639	624	565	804	659	497
ACSMXP_15495.t01	CP195871	3495257	3496609	-	1353	1197	1255	1171	1413	1342	877
ACSMXP_15500.t01	CP195871	3496627	3497043	-	417	857	884	760	957	918	552
ACSMXP_15505.t01	CP195871	3497087	3498598	-	1512	6195	7362	5840	8071	7367	5595
ACSMXP_15510.t01	CP195871	3498708	3499799	+	1092	1518	1499	1333	1650	1627	1237
ACSMXP_15515.t01	CP195871	3499803	3500951	+	1149	985	1109	1009	1149	1024	727
ACSMXP_15520.t01	CP195871	3500976	3501350	+	375	412	399	326	1169	1193	748
ACSMXP_15525.t01	CP195871	3501524	3502306	-	783	988	710	666	716	508	402
ACSMXP_15530.t01	CP195871	3502365	3503681	-	1317	4778	3877	3969	8582	7306	5459
ACSMXP_15535.t01	CP195871	3503704	3504666	-	963	1899	1814	1580	1807	1329	1179
ACSMXP_15540.t01	CP195871	3504751	3505488	-	738	1232	1119	1084	1400	1067	869
ACSMXP_15545.t01	CP195871	3505485	3506021	-	537	607	657	563	926	635	460
ACSMXP_15550.t01	CP195871	3506040	3507719	-	1680	4544	4569	4084	5526	3883	3220
ACSMXP_15555.t01	CP195871	3507944	3508885	+	942	1919	2640	1980	1918	1655	1582
ACSMXP_15560.r01	CP195871	3509026	3509110	+	85	321	388	308	328	262	261
ACSMXP_15565.t01	CP195871	3509447	3510535	-	1089	510	814	501	1588	1299	1170
ACSMXP_15570.t01	CP195871	3510541	3511245	-	705	470	738	454	1679	1583	1425
ACSMXP_15575.t01	CP195871	3511242	3511751	-	510	113	132	115	365	284	258
ACSMXP_15580.t01	CP195871	3511879	3513099	+	1221	103	130	129	482	424	323
ACSMXP_15585.t01	CP195871	3513134	3514138	-	1005	181	149	163	1126	1166	833
ACSMXP_15590.t01	CP195871	3514420	3515136	+	717	544	793	529	1013	855	658
ACSMXP_15595.t01	CP195871	3515269	3515457	+	189	1496	2114	1671	5402	2622	4525
ACSMXP_15600.t01	CP195871	3515450	3516565	-	1116	1509	1492	1311	1635	1205	1312
ACSMXP_15605.t01	CP195871	3516592	3517623	+	1032	1897	1932	1750	1583	1695	1084
ACSMXP_15610.t01	CP195871	3517972	3519156	+	1185	3769	4316	3682	2062	2065	1585
ACSMXP_15615.t01	CP195871	3519176	3519631	+	456	832	965	757	530	598	286
ACSMXP_15620.t01	CP195871	3519772	3520488	-	717	3371	2712	2737	678	567	566
ACSMXP_15625.t01	CP195871	3520488	3521261	-	774	3273	2726	2534	1040	819	732
ACSMXP_15630.t01	CP195871	3521286	3522458	-	1173	3453	2601	2402	693	536	407
ACSMXP_15635.t01	CP195871	3522469	3523419	-	951	4053	2674	3033	922	754	519
ACSMXP_15640.t01	CP195871	3523632	3524522	-	891	6966	5656	5644	3303	2570	1946
ACSMXP_15645.t01	CP195871	3524835	3525815	-	981	7577	11494	8455	8123	8003	5567
ACSMXP_15650.t01	CP195871	3525818	3526273	-	456	4971	6915	5474	3668	3925	2894
ACSMXP_15655.t01	CP195871	3526408	3527256	+	849	1824	1786	1765	1072	875	858
ACSMXP_15660.t01	CP195871	3527523	3527756	+	234	10872	11598	10086	6661	5765	5065
ACSMXP_15665.t01	CP195871	3527774	3527941	+	168	818	568	809	631	403	566
ACSMXP_15670.t01	CP195871	3528160	3529740	+	1581	1375	1309	1308	4372	1822	2697
ACSMXP_15675.t01	CP195871	3529872	3530753	-	882	1573	1800	1600	909	776	508
ACSMXP_15680.t01	CP195871	3530750	3531877	-	1128	3665	4878	3755	2365	2118	1531
ACSMXP_15685.t01	CP195871	3531996	3533192	-	1197	34480	40941	33257	28130	25402	20715
ACSMXP_15690.t01	CP195871	3533414	3534763	-	1350	1765	1741	1467	1064	1109	733
ACSMXP_15695.t01	CP195871	3534778	3536172	-	1395	3730	4180	3368	3333	3493	2257
ACSMXP_15700.t01	CP195871	3536169	3536828	-	660	1488	1810	1452	1325	1466	924
ACSMXP_15705.t01	CP195871	3536983	3537978	+	996	1888	2004	1709	1107	1206	719
ACSMXP_15710.t01	CP195871	3538075	3540912	+	2838	6929	7211	6257	4133	4386	2637
ACSMXP_15715.t01	CP195871	3540915	3541415	+	501	603	700	594	529	488	352
ACSMXP_15720.t01	CP195871	3541521	3542732	+	1212	1846	1950	1761	3041	2677	1891
ACSMXP_15725.t01	CP195871	3542813	3543259	+	447	423	341	308	412	413	298
ACSMXP_15730.t01	CP195871	3543380	3545677	-	2298	57466	67656	55931	121873	111347	94196
ACSMXP_15735.t01	CP195871	3545674	3545988	-	315	4227	5050	4147	9216	8846	9137
ACSMXP_15740.t01	CP195871	3546520	3546723	+	204	12054	20070	14163	21753	16113	15957
ACSMXP_15745.t01	CP195871	3546861	3548453	-	1593	1337	1344	1303	3274	2953	2279
ACSMXP_15750.t01	CP195871	3548608	3548973	-	366	159	144	125	287	239	164
ACSMXP_15755.t01	CP195871	3548994	3549959	-	966	209	189	210	310	259	209
ACSMXP_15760.t01	CP195871	3550000	3550527	-	528	142	175	140	218	197	175
ACSMXP_15765.t01	CP195871	3550524	3551261	-	738	98	47	70	57	41	46
ACSMXP_15770.t01	CP195871	3551272	3553674	-	2403	839	792	673	1022	717	710
ACSMXP_15775.t01	CP195871	3554334	3554561	+	228	263826	310642	258670	309979	363008	279702
ACSMXP_15780.t01	CP195871	3554745	3556973	-	2229	42486	44292	37717	22449	18659	15098
ACSMXP_15785.t01	CP195871	3557142	3558395	-	1254	11736	13696	10967	8559	6931	6004
ACSMXP_15790.t01	CP195871	3558631	3559209	+	579	488	446	423	541	471	380
ACSMXP_15795.t01	CP195871	3559466	3559669	+	204	10243	15991	12863	106665	59574	74759
ACSMXP_15800.t01	CP195871	3559887	3560405	+	519	778	873	752	1729	1294	1147
ACSMXP_15805.t01	CP195871	3560820	3562931	+	2112	14757	19725	15516	37664	31435	27920
ACSMXP_15810.t01	CP195871	3563115	3564434	-	1320	404	331	286	466	753	435
ACSMXP_15815.t01	CP195871	3564578	3565030	-	453	151	129	139	142	194	102
ACSMXP_15820.t01	CP195871	3565211	3566251	+	1041	1328	1195	1093	723	779	495
ACSMXP_15825.t01	CP195871	3566297	3567139	-	843	1073	903	781	998	1028	724
ACSMXP_15830.t01	CP195871	3567310	3568056	+	747	1730	1984	1703	1526	1340	1186
ACSMXP_15835.t01	CP195871	3568140	3569540	-	1401	651	648	565	499	514	380
ACSMXP_15840.t01	CP195871	3569677	3570933	+	1257	362	373	329	630	537	417
ACSMXP_15845.t01	CP195871	3571156	3572589	+	1434	891	1030	897	1073	900	882
ACSMXP_15850.t01	CP195871	3572788	3574041	+	1254	8056	7903	6833	1955	1429	1048
ACSMXP_15855.t01	CP195871	3574084	3575127	-	1044	2323	1734	1750	691	434	418
ACSMXP_15860.t01	CP195871	3575133	3575660	-	528	506	536	464	1313	1229	920
ACSMXP_15865.t01	CP195871	3575735	3576442	+	708	489	496	432	1319	1196	1317
ACSMXP_15870.t01	CP195871	3576579	3577361	+	783	514	576	478	647	527	423
ACSMXP_15875.t01	CP195871	3577415	3578323	-	909	451	466	423	469	423	328
ACSMXP_15880.t01	CP195871	3578469	3579194	+	726	337	254	257	253	211	183
ACSMXP_15885.t01	CP195871	3579267	3579845	-	579	10618	10714	9058	12211	11237	9770
ACSMXP_15890.t01	CP195871	3580109	3581491	-	1383	571	544	503	888	835	617
ACSMXP_15895.t01	CP195871	3582011	3583036	+	1026	434	395	338	337	323	294
ACSMXP_15900.t01	CP195871	3583017	3583223	+	207	623	573	599	901	687	641
ACSMXP_15905.t01	CP195871	3583316	3584107	+	792	882	753	768	511	455	348
ACSMXP_15910.t01	CP195871	3584316	3584978	+	663	7979	8486	7173	6267	6341	4012
ACSMXP_15915.t01	CP195871	3585139	3585897	+	759	1941	2329	1988	3810	3352	2739
ACSMXP_15920.t01	CP195871	3585994	3586836	-	843	1159	1491	1290	3198	2555	2431
ACSMXP_15925.t01	CP195871	3586845	3588575	-	1731	1402	1538	1354	1452	1249	1123
ACSMXP_15930.t01	CP195871	3588702	3588977	+	276	6590	8036	6636	3884	3154	2456
ACSMXP_15935.t01	CP195871	3589202	3589525	-	324	2310	2974	2325	2388	2135	1631
ACSMXP_15940.t01	CP195871	3590013	3590942	+	930	6265	7864	6421	4513	4460	3265
ACSMXP_15945.t01	CP195871	3591043	3592146	-	1104	863	866	658	621	523	326
ACSMXP_15950.t01	CP195871	3592302	3592787	+	486	2076	2718	2094	5883	5306	4504
ACSMXP_15955.t01	CP195871	3592873	3593499	-	627	363	327	295	436	367	315
ACSMXP_15960.t01	CP195871	3593616	3594107	-	492	459	708	424	1495	1273	1116
ACSMXP_15965.t01	CP195871	3594248	3595849	+	1602	1434	1916	1501	1330	1045	932
ACSMXP_15970.t01	CP195871	3595952	3597130	-	1179	1037	1092	1029	771	843	641
ACSMXP_15975.t01	CP195871	3597130	3597597	-	468	601	809	681	992	776	721
ACSMXP_15980.t01	CP195871	3597723	3598940	-	1218	1437	1558	1401	1988	1947	1503
ACSMXP_15985.t01	CP195871	3598958	3599512	+	555	731	823	662	1657	1547	1146
ACSMXP_15990.t01	CP195871	3599494	3601026	+	1533	1627	1861	1455	4122	4124	2739
ACSMXP_15995.t01	CP195871	3601112	3601984	-	873	212	239	189	499	431	343
ACSMXP_16000.t01	CP195871	3602110	3602991	+	882	1023	1100	989	1666	1430	1265
ACSMXP_16005.t01	CP195871	3603065	3603913	+	849	1007	1169	920	9073	9763	6706
ACSMXP_16010.t01	CP195871	3604086	3604940	-	855	1795	2122	1776	2138	1804	1460
ACSMXP_16015.t01	CP195871	3605085	3605723	+	639	2753	4423	3151	4274	3148	2769
ACSMXP_16020.t01	CP195871	3605856	3607076	+	1221	7741	9191	7475	5896	4705	4149
ACSMXP_16025.t01	CP195871	3607103	3608536	+	1434	1017	838	840	676	632	536
ACSMXP_16030.t01	CP195871	3608621	3609178	-	558	2271	3165	2417	6003	6380	5018
ACSMXP_16035.t01	CP195871	3609348	3609860	+	513	1627	1866	1578	1879	1538	1425
ACSMXP_16040.t01	CP195871	3609847	3610347	-	501	866	1088	867	2159	1766	1609
ACSMXP_16045.t01	CP195871	3610475	3611122	+	648	365	439	326	1177	858	1036
ACSMXP_16050.t01	CP195871	3611198	3612448	+	1251	331	276	221	768	577	533
ACSMXP_16055.t01	CP195871	3612495	3613409	+	915	322	271	243	770	680	682
ACSMXP_16060.t01	CP195871	3613437	3614888	-	1452	419	401	369	328	283	216
ACSMXP_16065.t01	CP195871	3615194	3616825	-	1632	1453	1643	1516	1524	1437	1166
ACSMXP_16070.t01	CP195871	3617074	3618477	+	1404	6160	7607	5755	2913	2213	1870
ACSMXP_16075.t01	CP195871	3618627	3620108	+	1482	828	834	746	1377	1091	869
ACSMXP_16080.t01	CP195871	3620171	3621118	+	948	648	649	551	803	762	568
ACSMXP_16085.t01	CP195871	3621336	3622448	-	1113	696	447	569	1165	985	772
ACSMXP_16090.t01	CP195871	3622524	3623228	-	705	193	173	155	318	354	170
ACSMXP_16095.t01	CP195871	3623225	3624070	-	846	271	250	223	387	438	338
ACSMXP_16100.t01	CP195871	3624067	3625011	-	945	551	556	516	830	732	648
ACSMXP_16105.t01	CP195871	3625120	3626448	-	1329	1578	1453	1470	3548	3294	2409
ACSMXP_16110.t01	CP195871	3626522	3627892	-	1371	1268	1373	1144	1293	1197	848
ACSMXP_16115.t01	CP195871	3627880	3628836	-	957	1334	1068	1029	888	848	575
ACSMXP_16120.t01	CP195871	3628841	3629617	-	777	11776	14865	11432	4386	3654	3347
ACSMXP_16125.t01	CP195871	3629860	3630330	+	471	985	1178	972	256	227	177
ACSMXP_16130.t01	CP195871	3630389	3631321	+	933	712	631	670	954	621	543
ACSMXP_16135.t01	CP195871	3631326	3632234	+	909	294	316	327	394	286	222
ACSMXP_16140.t01	CP195871	3632227	3633021	+	795	299	258	240	206	189	152
ACSMXP_16145.t01	CP195871	3633118	3633972	-	855	1233	1160	1039	1221	1065	801
ACSMXP_16150.t01	CP195871	3633989	3635095	-	1107	2400	2317	1975	2710	2360	2053
ACSMXP_16155.t01	CP195871	3635757	3637130	+	1374	9549	4903	6198	3316	1096	3074
ACSMXP_16160.t01	CP195871	3637300	3638820	-	1521	3912	4517	3885	7961	8259	5453
ACSMXP_16165.t01	CP195871	3638826	3642017	-	3192	8510	10691	8416	10130	11193	7519
ACSMXP_16170.t01	CP195871	3642036	3643340	-	1305	3716	4122	3323	3585	3840	2458
ACSMXP_16175.t01	CP195871	3643781	3644422	+	642	2009	3825	2554	3763	3977	2943
ACSMXP_16180.t01	CP195871	3644508	3645215	-	708	3452	4794	3716	4983	4131	3342
ACSMXP_16185.t01	CP195871	3645388	3645807	-	420	846	904	751	7740	9591	6382
ACSMXP_16190.t01	CP195871	3645943	3647442	-	1500	1748	2245	1944	9801	13006	6682
